Number,Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
1662,Chevrolet,Camaro,2018,18423.45,25057,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai,"2018 chevrolet camaro with Leather seats, Rear camera, Sunroof. Condition: Engine repaired."
1663,Chevrolet,Corvette,2021,104911.47,121862,Sports Car,8,Automatic Transmission,Gasoline,White, Sharjah,"2021 chevrolet corvette with Adaptive cruise control, Sunroof, Leather seats, Navigation system. Condition: Accident history."
1664,Chevrolet,Tahoe,2023,23209.47,17714,SUV,8,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2023 chevrolet tahoe with Rear camera, Navigation system, Bluetooth. Condition: Engine repaired."
1665,Chevrolet,Silverado,2018,39101.94,201578,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2018 chevrolet silverado with Leather seats, Navigation system. Condition: Minor scratches."
1666,Chevrolet,Camaro,2024,44736.3,107369,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai,"2024 chevrolet camaro with Rear camera, Sunroof, Bluetooth. Condition: Repainted bumper."
1667,Chevrolet,Silverado,2007,22506.66,50960,Pick Up Truck,6,Automatic Transmission,Gasoline,Grey, Dubai,"2007 chevrolet silverado with Bluetooth, Sunroof, Navigation system, Leather seats. Condition: Minor scratches."
1668,Chevrolet,Equinox,2005,14213.61,126034,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2005 chevrolet equinox with Sunroof, Bluetooth. Condition: Accident history."
1669,Chevrolet,Tahoe,2015,11830.05,247137,SUV,8,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2015 chevrolet tahoe with Rear camera, Adaptive cruise control, Leather seats. Condition: Repainted bumper."
1670,Chevrolet,Cruze,2022,4595.13,192700,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2022 chevrolet cruze with Sunroof, Bluetooth. Condition: Minor scratches."
1671,Chevrolet,Camaro,2012,10803.78,112783,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2012 chevrolet camaro with Rear camera, Navigation system, Leather seats. Condition: Minor scratches."
1672,Chevrolet,Cruze,2023,6872.31,111251,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2023 chevrolet cruze with Adaptive cruise control, Sunroof. Condition: Minor scratches."
1673,Chevrolet,Captiva,2009,5721.3,161824,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2009 chevrolet captiva with Adaptive cruise control, Navigation system, Sunroof, Bluetooth. Condition: No damage."
1674,Chevrolet,Pickup,2011,9229.14,132707,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2011 chevrolet pickup with Bluetooth, Sunroof. Condition: Minor scratches."
1675,Chevrolet,Camaro,2010,31072.41,87975,Sports Car,8,Automatic Transmission,Gasoline,Black, Dubai,"2010 chevrolet camaro with Leather seats, Adaptive cruise control. Condition: Accident history."
1676,Chevrolet,Cruze,2007,12088.44,190706,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2007 chevrolet cruze with Adaptive cruise control, Bluetooth, Leather seats. Condition: Dented door."
1677,Chevrolet,Aveo,2016,7214.4,109012,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2016 chevrolet aveo with Bluetooth, Leather seats, Adaptive cruise control, Rear camera. Condition: Accident history."
1678,Chevrolet,Silverado,2020,26286.12,139538,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 chevrolet silverado with Bluetooth, Navigation system, Sunroof. Condition: Minor scratches."
1679,Chevrolet,Silverado,2021,26181.9,46042,Pick Up Truck,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 chevrolet silverado with Adaptive cruise control, Leather seats, Navigation system. Condition: Repainted bumper."
1680,Chevrolet,Tahoe,2011,69834.15,260411,SUV,8,Automatic Transmission,Gasoline,Other Color, Dubai,"2011 chevrolet tahoe with Bluetooth, Adaptive cruise control, Sunroof, Leather seats. Condition: Repainted bumper."
1681,Chevrolet,Corvette,2017,92978.01,42335,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2017 chevrolet corvette with Bluetooth, Navigation system, Rear camera, Sunroof. Condition: Dented door."
1682,Chevrolet,Silverado,2015,26174.34,213070,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2015 chevrolet silverado with Leather seats, Sunroof, Navigation system, Bluetooth. Condition: Engine repaired."
1683,Chevrolet,Tahoe,2012,31583.79,56460,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2012 chevrolet tahoe with Navigation system, Rear camera. Condition: Accident history."
1684,Chevrolet,Caprice,2016,7238.43,93532,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2016 chevrolet caprice with Bluetooth, Rear camera, Leather seats. Condition: No damage."
1685,Chevrolet,Caprice,2014,7847.01,257973,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2014 chevrolet caprice with Sunroof, Rear camera. Condition: Accident history."
1686,Chevrolet,Tahoe,2013,26514.27,71569,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2013 chevrolet tahoe with Rear camera, Sunroof, Navigation system, Bluetooth. Condition: Repainted bumper."
1687,Chevrolet,Camaro,2013,19723.23,126861,Sedan,6,Manual Transmission,Gasoline,Grey, Sharjah,"2013 chevrolet camaro with Sunroof, Bluetooth, Leather seats, Adaptive cruise control. Condition: Repainted bumper."
1688,Chevrolet,Impala,2011,13761.63,129761,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2011 chevrolet impala with Bluetooth, Leather seats, Adaptive cruise control. Condition: Repainted bumper."
1689,Chevrolet,Impala,2008,21074.04,121124,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2008 chevrolet impala with Navigation system, Rear camera, Leather seats. Condition: Repainted bumper."
1690,Chevrolet,Aveo,2022,7209,15092,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2022 chevrolet aveo with Bluetooth, Leather seats, Adaptive cruise control. Condition: Dented door."
1691,Chevrolet,Cruze,2016,3939.84,109276,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2016 chevrolet cruze with Navigation system, Sunroof, Bluetooth, Rear camera. Condition: No damage."
1692,Chevrolet,Aveo,2018,12767.49,104501,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2018 chevrolet aveo with Leather seats, Navigation system, Adaptive cruise control. Condition: Repainted bumper."
1693,Chevrolet,Tahoe,2016,18620.01,135004,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2016 chevrolet tahoe with Adaptive cruise control, Bluetooth, Navigation system. Condition: No damage."
1694,Chevrolet,Tahoe,2011,8650.26,264289,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2011 chevrolet tahoe with Sunroof, Leather seats. Condition: Accident history."
1695,Chevrolet,Silverado,2014,18734.76,273300,Pick Up Truck,8,Automatic Transmission,Gasoline,Red, Dubai,"2014 chevrolet silverado with Navigation system, Rear camera, Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
1696,Chevrolet,Camaro,2008,17824.05,271120,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai,"2008 chevrolet camaro with Adaptive cruise control, Sunroof, Bluetooth. Condition: No damage."
1697,Chevrolet,Impala,2020,9830.7,204568,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2020 chevrolet impala with Leather seats, Bluetooth. Condition: Dented door."
1698,Chevrolet,Corvette,2024,37031.31,121748,Sports Car,8,Automatic Transmission,Gasoline,Gold, Dubai,"2024 chevrolet corvette with Navigation system, Rear camera, Leather seats, Bluetooth. Condition: No damage."
1699,Chevrolet,Captiva,2014,22468.86,275777,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2014 chevrolet captiva with Leather seats, Adaptive cruise control, Bluetooth. Condition: Accident history."
1700,Chevrolet,Captiva,2018,7521.66,103048,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2018 chevrolet captiva with Adaptive cruise control, Rear camera, Bluetooth, Leather seats. Condition: Engine repaired."
1701,Chevrolet,Captiva,2010,25472.07,68296,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2010 chevrolet captiva with Leather seats, Rear camera, Navigation system. Condition: Engine repaired."
1702,Chevrolet,Impala,2022,18483.39,280594,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2022 chevrolet impala with Bluetooth, Sunroof. Condition: Repainted bumper."
1703,Chevrolet,Silverado,2012,53077.95,10038,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2012 chevrolet silverado with Adaptive cruise control, Leather seats. Condition: Accident history."
1704,Chevrolet,Impala,2014,14187.15,233773,Sedan,4,Manual Transmission,Gasoline,White, Sharjah,"2014 chevrolet impala with Navigation system, Sunroof, Leather seats, Bluetooth. Condition: Engine repaired."
1705,Chevrolet,Cruze,2021,7240.86,26518,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2021 chevrolet cruze with Navigation system, Adaptive cruise control. Condition: Repainted bumper."
1706,Chevrolet,Malibu,2007,3804.84,105145,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2007 chevrolet malibu with Leather seats, Rear camera. Condition: Accident history."
1707,Chevrolet,Camaro,2007,17798.67,152989,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 chevrolet camaro with Bluetooth, Navigation system. Condition: Dented door."
1708,Chevrolet,Tahoe,2021,36847.71,223744,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 chevrolet tahoe with Bluetooth, Sunroof. Condition: Minor scratches."
1709,Chevrolet,Caprice,2022,6394.95,251227,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2022 chevrolet caprice with Sunroof, Navigation system, Leather seats. Condition: Engine repaired."
1710,Chevrolet,Corvette,2011,51083.73,224507,Sports Car,8,Automatic Transmission,Gasoline,Black, Sharjah,"2011 chevrolet corvette with Navigation system, Bluetooth, Adaptive cruise control, Sunroof. Condition: No damage."
1711,Chevrolet,Silverado,2005,32063.58,152272,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai,"2005 chevrolet silverado with Adaptive cruise control, Sunroof, Rear camera, Leather seats. Condition: Dented door."
1712,Chevrolet,Blazer,2018,17786.79,298739,SUV,6,Automatic Transmission,Gasoline,Brown, Sharjah,"2018 chevrolet blazer with Navigation system, Adaptive cruise control. Condition: Dented door."
1713,Chevrolet,Tahoe,2012,26395.2,133315,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2012 chevrolet tahoe with Bluetooth, Rear camera, Adaptive cruise control. Condition: Engine repaired."
1714,Chevrolet,Silverado,2010,47397.42,34183,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2010 chevrolet silverado with Adaptive cruise control, Bluetooth. Condition: Engine repaired."
1715,Chevrolet,Corvette,2016,24102.36,144857,Sports Car,8,Automatic Transmission,Gasoline,White, Dubai,"2016 chevrolet corvette with Leather seats, Sunroof, Bluetooth, Navigation system. Condition: No damage."
1716,Chevrolet,Suburban,2005,34589.43,135307,SUV,8,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2005 chevrolet suburban with Leather seats, Navigation system, Rear camera. Condition: Minor scratches."
1717,Chevrolet,Camaro,2020,27226.26,139127,Sports Car,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 chevrolet camaro with Leather seats, Bluetooth, Sunroof, Adaptive cruise control. Condition: Engine repaired."
1718,Chevrolet,Camaro,2013,47470.32,53271,Coupe,8,Automatic Transmission,Gasoline,Yellow, Dubai,"2013 chevrolet camaro with Sunroof, Adaptive cruise control. Condition: Dented door."
1719,Chevrolet,Silverado,2024,49969.71,42175,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2024 chevrolet silverado with Adaptive cruise control, Rear camera. Condition: Accident history."
1720,Chevrolet,Camaro,2010,22586.58,184185,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai,"2010 chevrolet camaro with Bluetooth, Sunroof, Leather seats. Condition: Accident history."
1721,Chevrolet,Other,2018,19688.67,240164,Crossover,4,Automatic Transmission,Gasoline,Red, Dubai,"2018 chevrolet other with Adaptive cruise control, Sunroof, Leather seats. Condition: Repainted bumper."
1722,Chevrolet,Cruze,2014,9911.7,16056,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2014 chevrolet cruze with Leather seats, Sunroof, Adaptive cruise control. Condition: Engine repaired."
1723,Chevrolet,Silverado,2016,50630.13,295691,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai,"2016 chevrolet silverado with Rear camera, Bluetooth. Condition: Minor scratches."
1724,Chevrolet,Silverado,2024,29062.53,41914,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2024 chevrolet silverado with Leather seats, Adaptive cruise control, Rear camera. Condition: Dented door."
1725,Chevrolet,Silverado,2007,40129.56,172761,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2007 chevrolet silverado with Leather seats, Adaptive cruise control, Sunroof, Bluetooth. Condition: Repainted bumper."
1726,Chevrolet,Tahoe,2022,31644,122471,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 chevrolet tahoe with Leather seats, Bluetooth. Condition: Accident history."
1727,Chevrolet,Tahoe,2017,33526.17,220025,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 chevrolet tahoe with Rear camera, Leather seats, Bluetooth, Sunroof. Condition: Repainted bumper."
1728,Chevrolet,Tahoe,2005,14326.47,207719,SUV,8,Automatic Transmission,Gasoline,Gold, Sharjah,"2005 chevrolet tahoe with Adaptive cruise control, Leather seats, Rear camera, Bluetooth. Condition: Repainted bumper."
1729,Chevrolet,Traverse,2005,20808.63,245422,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2005 chevrolet traverse with Sunroof, Adaptive cruise control, Rear camera. Condition: Minor scratches."
1730,Chevrolet,Trailblazer,2012,17391.78,64935,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2012 chevrolet trailblazer with Navigation system, Adaptive cruise control, Rear camera, Bluetooth. Condition: Minor scratches."
1731,Chevrolet,Trax,2017,10056.42,150640,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2017 chevrolet trax with Bluetooth, Sunroof, Leather seats. Condition: No damage."
1732,Chevrolet,Silverado,2015,26938.98,242144,Other,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2015 chevrolet silverado with Navigation system, Adaptive cruise control. Condition: Accident history."
1733,Chevrolet,Tahoe,2008,27973.08,271458,SUV,8,Automatic Transmission,Gasoline,Grey, Sharjah,"2008 chevrolet tahoe with Bluetooth, Rear camera, Navigation system, Adaptive cruise control. Condition: Engine repaired."
1734,Chevrolet,Silverado,2012,35429.94,186158,Pick Up Truck,8,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2012 chevrolet silverado with Leather seats, Sunroof, Rear camera, Bluetooth. Condition: No damage."
1735,Chevrolet,Camaro,2014,12794.76,170993,Coupe,8,Automatic Transmission,Gasoline,Red, Dubai,"2014 chevrolet camaro with Adaptive cruise control, Bluetooth, Navigation system. Condition: Engine repaired."
1736,Chevrolet,Tahoe,2011,28869.48,256445,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2011 chevrolet tahoe with Sunroof, Leather seats, Bluetooth, Adaptive cruise control. Condition: No damage."
1737,Chevrolet,Corvette,2018,30802.14,60495,Sports Car,8,Automatic Transmission,Gasoline,Gold, Dubai,"2018 chevrolet corvette with Sunroof, Bluetooth, Leather seats. Condition: Repainted bumper."
1738,Chevrolet,Camaro,2013,29467.26,83136,Coupe,8,Automatic Transmission,Gasoline,Silver, Dubai,"2013 chevrolet camaro with Leather seats, Adaptive cruise control, Bluetooth. Condition: Minor scratches."
1739,Chevrolet,Tahoe,2015,10372.32,184446,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2015 chevrolet tahoe with Leather seats, Sunroof. Condition: Repainted bumper."
1740,Chevrolet,Blazer,2011,24437.7,221938,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2011 chevrolet blazer with Rear camera, Navigation system, Leather seats, Bluetooth. Condition: Accident history."
1741,Chevrolet,Equinox,2007,18910.53,287098,Crossover,4,Automatic Transmission,Gasoline,White, Sharjah,"2007 chevrolet equinox with Bluetooth, Rear camera, Leather seats. Condition: Dented door."
1742,Chevrolet,Malibu,2008,9163.26,157419,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2008 chevrolet malibu with Bluetooth, Navigation system, Sunroof. Condition: Dented door."
1743,Chevrolet,Tahoe,2010,53183.79,256479,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2010 chevrolet tahoe with Adaptive cruise control, Bluetooth, Navigation system. Condition: Engine repaired."
1744,Chevrolet,Camaro,2023,15542.01,49393,Sports Car,6,Automatic Transmission,Gasoline,Red, Dubai,"2023 chevrolet camaro with Sunroof, Adaptive cruise control, Navigation system. Condition: No damage."
1745,Chevrolet,Tahoe,2020,69936.21,62536,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 chevrolet tahoe with Adaptive cruise control, Bluetooth, Sunroof, Rear camera. Condition: No damage."
1746,Chevrolet,Tahoe,2013,27040.77,183211,SUV,8,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2013 chevrolet tahoe with Bluetooth, Adaptive cruise control, Navigation system, Sunroof. Condition: Accident history."
1747,Chevrolet,Silverado,2011,9702.99,31527,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Sharjah,"2011 chevrolet silverado with Navigation system, Bluetooth. Condition: No damage."
1748,Chevrolet,Silverado,2007,48304.35,296445,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2007 chevrolet silverado with Bluetooth, Leather seats. Condition: Repainted bumper."
1749,Chrysler,Other,2021,10110.42,11917,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 chrysler other with Bluetooth, Leather seats. Condition: Engine repaired."
1750,Chrysler,Pt-Cruiser,2009,3177.09,120504,Sports Car,4,Automatic Transmission,Gasoline,Blue, Dubai,"2009 chrysler pt-cruiser with Adaptive cruise control, Rear camera. Condition: Minor scratches."
